
-5.51068e+000	4.80685e+000	-1.42651e+000	5.08883e-001	
-9.42926e+000	8.52212e+000	1.43432e+000	7.74571e+000	
-7.40029e+000	5.08099e+000	2.32017e-001	3.16229e+000	
-5.72790e-001	-5.13693e+000	-1.68284e+000	-3.58292e+000	
1.15685e+000	-7.41859e+000	2.81169e+000	-5.04409e+000	
5.85388e+000	-6.83695e+000	3.64551e+000	-3.79954e+000	
1.20298e+001	-6.29843e+000	4.15982e+000	1.05686e+000	
7.21254e+000	-2.04532e+000	3.73767e+000	4.34486e+000	
4.86891e+000	6.27178e+000	6.52652e-001	-5.98472e-002	
2.02797e+000	6.71485e+000	-3.46443e+000	-2.08687e+000	
-3.41766e+000	4.48390e+000	-2.81768e+000	-5.26591e+000	
-7.31766e+000	7.64275e+000	-5.99651e+000	1.40767e+000	
-9.45992e+000	7.33594e+000	-2.99289e+000	6.01545e+000	
-5.02450e+000	2.24681e-001	2.11997e+000	3.71055e+000	
5.68225e-001	-1.99922e+000	5.00622e-001	2.09862e+000	
1.45482e+000	-5.61037e+000	-2.83879e+000	9.39250e-001	
3.29396e+000	-8.77912e+000	-3.28219e+000	-9.52434e-001	
2.19379e+000	-3.60000e+000	1.96629e+000	-2.61726e+000	
1.36174e+000	-2.41982e-001	4.30937e+000	-5.09960e-001	
1.63217e+000	2.54552e+000	1.84033e+000	3.84589e+000	
-1.51095e+000	4.14658e+000	-1.91447e+000	2.55505e-001	
2.69589e-002	3.09869e+000	-3.29722e+000	-2.95048e+000	
-3.49609e+000	1.17875e+000	-2.45940e+000	1.13728e+000	
-4.62896e+000	2.75892e+000	1.42218e+000	-6.28434e-001	
-9.58963e-001	2.93206e+000	1.56980e+000	1.48751e+000	
3.52361e-002	4.47115e+000	3.51321e+000	5.34006e+000	
9.03515e-001	1.85963e+000	1.74611e+000	3.97099e+000	
4.36292e+000	-8.51003e-001	-8.83647e-001	-1.36133e+000	
2.35540e+000	-5.13140e-001	-3.92962e+000	5.86135e-001	
-4.75800e+000	2.41659e+000	-6.11032e+000	8.86991e+000	
-8.84023e+000	5.51715e+000	-2.88473e+000	7.70391e+000	
-6.95496e+000	5.67835e+000	1.36493e+000	8.73815e-001	
-7.24398e+000	2.68300e+000	2.00754e+000	6.70162e-001	
-6.82917e+000	-1.26587e+000	1.69801e-001	1.43505e+000	
1.69947e+000	-9.56754e-001	-1.42527e+000	3.64439e+000	
1.30624e+000	-1.72088e+000	1.19345e+000	5.44974e+000	
1.19606e+000	-4.17459e+000	4.30661e+000	1.40752e+000	
4.25967e+000	-2.96712e+000	2.04437e+000	-1.54970e+000	
1.22239e+000	3.11929e+000	8.37932e-001	-7.83660e-001	
-1.21012e+000	6.49982e+000	6.78506e-002	-7.41472e+000	
3.88166e-001	3.47397e+000	-2.40312e+000	-5.35166e+000	
-6.64708e+000	3.64195e+000	-9.28344e-001	7.76992e+000	
-6.82429e+000	8.50178e+000	6.30582e-001	9.89639e+000	
1.48359e+000	2.01446e+000	1.63905e+000	1.19349e+000	
-8.01697e-001	-6.77703e+000	2.70023e+000	-2.07476e+000	
-3.63420e-001	-3.23977e+000	1.75246e+000	-2.19597e+000	
7.50251e+000	-2.29655e+000	1.07508e+000	-7.82075e-001	
4.66918e+000	-5.03456e+000	2.93158e+000	5.97322e+000	
-1.22912e+000	1.22498e+000	1.62195e+000	-1.53097e+000	
3.67810e+000	1.17685e+000	-5.51876e+000	-5.68244e+000	
-4.50128e+000	2.73615e+000	-3.33612e+000	2.72846e+000	
-8.35392e+000	1.05356e+001	-3.07276e+000	2.10381e+000	
-7.16213e-001	6.37753e+000	-1.98096e+000	1.81613e+000	
-4.27915e+000	-7.01865e-001	2.58848e+000	5.72287e+000	
-1.47672e-001	1.83007e+000	1.96243e+000	-5.16332e-002	
6.58227e+000	-3.02623e+000	-5.01742e+000	1.52009e+000	
6.06763e-001	-5.25854e+000	7.94891e-001	3.28148e+000	
1.88252e+000	-2.96644e+000	1.32051e+000	-2.43624e+000	
