
4.63671e+000	5.16978e-001	-3.20594e+000	1.82241e+000	
1.99280e+000	4.18466e+000	-2.74061e+000	2.80436e+000	
-3.76411e+000	9.97335e-001	-1.30309e+000	1.83668e+000	
-4.55871e+000	6.10433e+000	-1.72069e+000	1.72311e+000	
5.75382e-001	1.70980e-001	-4.97967e-001	-1.32895e+000	
1.35004e+000	-7.90275e-002	1.41234e+000	-5.25148e-001	
1.50160e+000	-1.36188e+000	3.60394e+000	-1.25617e+000	
2.85117e+000	-2.99750e+000	7.90147e-001	2.65057e+000	
1.33185e+000	-6.90489e-001	-1.07767e+000	6.74958e+000	
-3.14157e+000	7.24550e-001	2.29817e+000	-1.41543e+000	
2.76034e-002	-4.73102e+000	-1.30033e+000	-6.70768e+000	
8.84348e-001	4.74813e+000	-4.45488e+000	-1.66232e+000	
-8.09804e+000	1.85704e+000	1.14746e+000	3.99866e-001	
8.93168e-001	4.40376e-001	1.46518e+000	4.66606e+000	
8.55000e+000	5.03230e+000	-2.51119e+000	6.74742e+000	
-4.17647e+000	-4.76084e+000	6.28185e-001	-1.59400e+000	
-8.77893e+000	-6.22700e-001	-1.95301e+000	-6.58124e-002	
-3.66031e+000	1.03109e+000	1.64094e-001	1.37187e+000	
3.29895e+000	-6.24760e+000	3.88068e+000	4.47572e-001	
6.46744e+000	-9.87814e-001	5.86880e+000	1.32459e+000	
1.96403e+000	5.14944e-001	4.53281e+000	6.43731e-001	
-2.89503e-001	-2.79820e-001	-1.49885e+000	1.53675e+000	
-5.13933e+000	3.05136e+000	-2.43228e+000	-3.45854e-001	
-5.63609e+000	5.17724e+000	1.42406e+000	-5.32592e+000	
2.04219e+000	-5.38234e-001	-1.65737e+000	-2.49452e+000	
2.46106e+000	2.64720e+000	-3.54698e+000	3.08094e+000	
-1.67367e+000	3.59869e+000	-5.95365e-001	2.39950e+000	
1.07269e+000	-1.43753e+000	-1.79601e+000	3.48844e-001	
3.98757e+000	-1.66205e-001	-2.96893e+000	1.28380e+000	
-2.95146e+000	2.70495e-001	-8.62727e-001	1.20770e+000	
-5.11924e+000	-1.51047e+000	6.77997e-002	4.68038e-001	
-1.02168e+000	2.32235e+000	-8.25892e-001	6.07554e-001	
3.03462e-001	-9.85238e-001	3.58131e+000	-2.23293e+000	
1.35017e+000	-2.46074e+000	5.18963e+000	-2.03244e+000	
3.53681e+000	4.42640e+000	5.33324e+000	-6.65676e-001	
2.45930e+000	-2.06607e-001	4.72719e+000	-1.54385e+000	
1.98045e+000	2.94357e-001	1.03489e+000	-3.50612e-001	
-8.36603e-001	2.35570e+000	-1.14816e+000	-1.93800e-001	
-3.07155e+000	-2.88904e-001	-2.83717e-001	-1.89235e+000	
1.32263e+000	1.35269e+000	1.05324e-001	-1.44584e+000	
4.59112e+000	2.10800e+000	6.23495e-001	-1.36355e+000	
2.39403e+000	-9.62462e-002	1.31646e+000	-3.08674e+000	
1.85440e+000	1.19650e+000	-8.83421e-001	-5.22125e-001	
2.18209e+000	1.73326e+000	-5.80741e-001	-2.18556e-002	
1.16184e+000	-2.08207e+000	-1.56769e+000	-1.23008e+000	
1.20417e+000	6.88757e-001	-2.47421e+000	-1.10267e+000	
-8.86943e-001	6.84282e-001	-1.48409e+000	-7.61090e-001	
4.26675e-002	-5.19388e-001	-4.62786e-001	1.25757e+000	
1.44312e+000	8.52672e-001	2.52388e-001	1.90139e+000	
1.66972e+000	-2.32476e+000	2.58153e+000	-1.00856e+000	
1.89524e+000	-3.73763e+000	1.31260e+000	-4.60153e+000	
2.06729e+000	-2.29412e+000	-1.71545e+000	-2.63937e+000	
-2.53177e+000	-2.09319e-001	-2.30646e+000	1.53127e+000	
-3.46993e+000	-1.68428e+000	-2.44221e+000	7.15761e+000	
9.38220e-001	-2.33533e+000	-2.92685e+000	5.94765e+000	
1.28898e+000	-6.76497e+000	-3.55967e+000	-2.63101e+000	
-5.33349e+000	-5.58299e+000	-6.81589e+000	-1.29566e+000	
-1.17452e+001	2.20480e+000	-3.34694e+000	5.33626e+000	
-3.77469e+000	-4.42935e+000	4.88930e+000	4.38905e+000	
1.34521e+001	-9.09992e-001	3.62063e+000	2.29702e+000	
2.01153e+000	1.34103e-001	3.29878e+000	-4.59142e-001	
-1.07924e+001	-5.50883e+000	1.51912e+000	-1.49802e+000	
-2.55430e+000	3.91025e+000	-1.20445e+000	-4.88256e-001	
1.35601e+000	-1.81634e+000	5.53590e+000	-3.69814e+000	
4.69628e+000	-1.13587e+000	4.86143e+000	-5.25874e-001	
